program_id,program,program_category,is_new_age_program
287,"B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",Other,False
288,"Food Technology and Management (4 Years, Bachelor of Technology)",Chemical,False
289,"Manufacturing Engineering (4 Years, Bachelor of Technology)",Mechanical,False
290,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Science_Interdisciplinary,False
291,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",Science_Interdisciplinary,True
292,"Mathematics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Science_Interdisciplinary,False
293,"VLSI Design and Technology (4 Years, Bachelor of Technology)",Electrical_Electronics,False
294,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",Other,False
295,"Computational and Data Science (4 Years, Bachelor of Technology)",CS,True
296,"Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",Chemical,False
297,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",Civil,False
298,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",CS,False
299,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",CS,True
300,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Electrical_Electronics,False
301,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Electrical_Electronics,False
302,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",Electrical_Electronics,False
303,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Science_Interdisciplinary,False
304,"Mathematics (5 Years, Integrated Master of Science)",Science_Interdisciplinary,False
305,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",CS,False
306,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Mechanical,False
307,"Architecture and Planning (5 Years, Bachelor of Architecture)",Architecture_Planning,False
308,"Industrial Internet of Things (4 Years, Bachelor of Technology)",Mechanical,True
309,"Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",Electrical_Electronics,False
310,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",Mechanical,True
311,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Science_Interdisciplinary,False
312,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",Mechanical,False
313,"Food Process Engineering (4 Years, Bachelor of Technology)",Chemical,False
314,"Industrial Design (4 Years, Bachelor of Technology)",Mechanical,False
315,"Life Science (5 Years, Integrated Master of Science)",Science_Interdisciplinary,False
316,"Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Electrical_Electronics,False
317,"Materials and Metallurgical Engineering (4 Years, Bachelor of Technology)",Materials_Mining,False
318,"Mechanical Engineering (Manuacturing Engineering) (4 Years, Bachelor of Technology)",Mechanical,False
319,"Mechanical Engineering (Welding Technology) (4 Years, Bachelor of Technology)",Mechanical,False
320,"Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",CS,True
321,"B.Tech. (Civil Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",Civil,False
322,"B.Tech. (Computer Science and Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",CS,False
323,"B.Tech. (Elctrical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",Other,False
324,"B.Tech. (Electronics and Communication Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",Electrical_Electronics,False
325,"B.Tech. (Food Engineering and Technology) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",Chemical,False
326,"B.Tech. (Mechanical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",Mechanical,False
327,"Bachelor of Design (4 Years, Bachelor of Design)",Mechanical,False
328,"Animation and VFX (4 Years, Bachelor of Technology)",Other,False
329,"Robotics and AI (4 Years, Bachelor of Technology)",Mechanical,True
330,"Computer Science (5 Years, Integrated Master of Technology)",CS,False
331,"Materials Engineering (5 Years, Integrated Master of Technology)",Materials_Mining,False
